68832,22218,50092,46613,105985,-3530,474,26834,17486,16658,-29031,19222
69297,24652,44311,44644,101868,11211,369,23560,12707,11424,-30470,18832
40250,13921,25124,26328,130327,2230,789,29323,12003,10404,-1512,9654
45366,10755,29038,34611,117270,-10675,131,28816,7767,7609,-25111,26354
43790,13533,42690,30256,125002,13289,190,22708,11423,10591,-20020,40027
36686,5010,41948,31675,84241,664,367,26201,8738,14914,-1702,21432
31232,17715,15500,13516,120055,499,608,21435,9258,14764,-21724,36444
48915,19964,40263,28950,119321,8028,139,32791,7204,8618,-1215,27371
53572,20460,33100,33111,110966,7044,81,15058,12812,12001,-1734,15620
57300,24188,46999,33111,116806,5766,416,16515,18622,8518,-33441,13249
44318,12537,36098,31780,124115,5415,664,9502,19175,7257,-32893,19569
63834,20362,54552,43472,112309,-622,560,10769,16811,11413,2676,17385
38697,13444,31000,25253,123159,1429,306,28301,17957,14754,-14252,24936
41729,12254,30122,29475,116585,-1244,468,28559,12463,14196,-20392,33026
43922,14177,37832,29744,134461,6451,280,12471,16896,10326,-4986,22466
54919,21062,42199,33857,125212,2432,175,23079,14219,14141,3780,24927
63073,24413,53999,38659,106424,15779,666,11969,17689,7637,-14183,44233
45540,13069,30298,32471,117980,-4987,567,23888,9101,7709,-19379,20364
36125,22758,29000,13366,115577,-3237,126,25620,15743,11556,-18108,24115
54124,26650,35329,27474,121447,1571,928,14668,13570,16129,-17630,28190
26147,10759,14000,15388,125203,-10093,391,9871,8640,15780,-19650,43955
43580,16508,46999,27072,109271,8992,594,30457,17970,10793,-25180,18319
44551,21931,26785,22619,111072,2652,527,32427,10224,11713,-28506,28046
66879,24891,49278,41987,113477,-2005,677,12427,8249,7587,-3963,27358
46390,11079,32136,35311,98774,6386,64,14282,7451,7301,-24360,28236
44936,17443,27780,27492,117980,5569,816,27521,13835,13547,-2925,36045
38663,12986,39999,25676,124914,2703,815,30204,7528,9282,-2817,31519
59595,31998,46560,27597,119330,1474,477,8605,8305,8537,-29,40582
31484,7826,24284,23657,113833,4393,713,9710,8100,11855,-26650,12659
32090,6989,35998,25101,132264,6413,872,24462,11639,11004,-16407,38891
35703,19443,20700,16260,137540,-263,882,32586,12727,9535,-14695,38745
55843,28847,47690,26995,123311,2812,142,12663,8855,10551,-16404,15295
52419,19011,35872,33407,116559,1694,59,30019,18911,16647,-26328,39275
35492,11701,15590,23790,106938,-3460,743,15398,9323,16716,-2488,20007
46442,8395,29037,38047,115481,2045,806,27875,12228,9557,-22358,14331
53854,19230,32779,34624,121670,5329,417,9351,11524,12376,-24199,11337
56030,16297,62275,39732,114023,-2325,72,24861,12234,14164,-30035,22465
